ENTIDADE,DATA,ALUMÍNIO,ARSÊNIO,BÁRIO,BORO,CÁDMIO,CHUMBO,CIANETO,COBALTO,COBRE,CROMO,CROMO_HEXAVALENTE,DBO,DQO,ESTANHO,FENÓIS,FERRO,FÓSFORO,FLUORETO,LÍTIO,MANGANÊS,MERCÚRIO,MOLIBDÊNIO,NÍQUEL,NITROGÊNIO_AMONIACAL,NITROGÊNIO_KJELDAHL,COLIFORMES_TERMOTOLERANTES,PRATA,MERCÚRIO,CIANETO,ÍNDICE_DE_FENÓIS,NITROGÊNIO,FENOL
P7,2016-04-01,1.51,0.01,0.01,0.05,0.004,0.006,,0.01,0.077,0.009000000000000001,0.0005,,,0.05,,0.5710000000000001,,0.738,0.09,0.019,,0.01,0.01,,,,0.01,0.0001,0.005,,,0.01
P7,2016-07-01,0.211,0.01,0.032,0.05,0.004,0.006,,0.01,0.005,0.009000000000000001,0.0005,,,0.05,,1.22,,0.39399999999999996,0.09,0.134,,0.01,0.01,,,,0.01,0.0001,0.005,,,0.003
P7,2016-10-01,1.33,0.01,0.019,0.05,0.004,0.006,,0.01,0.005,0.009000000000000001,0.0005,,,0.05,,1.45,,0.05,0.09,0.021,,0.01,0.01,,,,0.01,0.1,0.005,,,0.1
P7,2017-01-01,0.947,0.01,0.01,0.05,0.004,0.006,,0.01,0.042,0.009000000000000001,0.0005,,,0.05,,0.6609999999999999,,0.321,0.09,0.01,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-04-01,1.429,0.01,0.083,0.05,0.004,0.006,,0.01,0.025,0.009000000000000001,0.0005,,,0.05,,0.398,,1.233,0.09,0.028999999999999998,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-07-01,3.4160000000000004,0.01,0.099,0.22699999999999998,0.22699999999999998,0.006,,0.01,0.022,0.009000000000000001,0.0005,,,0.05,,0.213,,1.712,0.09,0.01,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-10-01,0.6940000000000001,0.01,0.073,0.075,0.004,0.006,,0.01,0.105,0.009000000000000001,0.0005,,,0.05,,0.312,,0.733,0.09,0.055999999999999994,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-01-01,0.947,0.01,0.01,0.05,0.004,0.006,,0.01,0.042,0.009000000000000001,0.0005,,,0.05,,0.6609999999999999,,0.321,0.09,0.01,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-04-01,1.429,0.01,0.083,0.05,0.004,0.006,,0.01,0.025,0.009000000000000001,0.0005,,,0.05,,0.398,,1.233,0.09,0.028999999999999998,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-07-01,3.4160000000000004,0.01,0.099,0.22699999999999998,0.22699999999999998,0.006,,0.01,0.022,0.009000000000000001,0.0005,,,0.05,,0.213,,1.712,0.09,0.01,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2017-10-01,0.6940000000000001,0.01,0.073,0.075,0.004,0.006,,0.01,0.105,0.009000000000000001,0.0005,,,0.05,,0.312,,0.733,0.09,0.055999999999999994,,0.01,0.01,,,,0.01,1.0,0.005,,,0.04
P7,2018-01-01,0.565,0.01,0.01,0.05,0.004,0.006,,0.01,0.02,0.009000000000000001,0.02,,,0.05,,0.375,,0.397,0.09,0.02,,0.01,0.01,,,,0.01,0.1,0.05,,,0.04
P7,2018-04-01,0.374,0.01,0.066,0.14,0.004,0.006,,0.01,0.01,0.009000000000000001,0.02,,,0.05,,0.168,,1.757,0.09,0.041,,0.01,0.01,,,,0.01,0.1,0.05,,,0.04
P7,2018-07-01,3.4930000000000003,0.01,0.172,0.14,0.004,0.006,,0.01,0.061,0.009000000000000001,0.02,,,0.05,,2.039,,1.886,0.09,0.158,,0.01,0.01,,,,0.01,0.1,0.02,,,0.04
P7,2018-10-01,2.326,0.01,0.063,0.05,0.004,0.006,,0.01,0.07200000000000001,0.02,0.012,,,0.05,,2.209,,23.562,0.09,0.062,,0.01,0.01,,,,0.01,0.1,0.02,,,0.1
P7,2018-01-01,0.565,0.01,0.01,0.05,0.004,0.006,,0.01,0.02,0.009000000000000001,0.02,,,0.05,,0.375,,0.397,0.09,0.02,,0.01,0.01,,,,0.01,0.1,0.05,,,0.04
P7,2018-04-01,0.374,0.01,0.066,0.14,0.004,0.006,,0.01,0.01,0.009000000000000001,0.02,,,0.05,,0.168,,1.757,0.09,0.041,,0.01,0.01,,,,0.01,0.1,0.05,,,0.04
P7,2018-07-01,3.4930000000000003,0.01,0.172,0.14,0.004,0.006,,0.01,0.061,0.009000000000000001,0.02,,,0.05,,2.039,,1.886,0.09,0.158,,0.01,0.01,,,,0.01,0.1,0.02,,,0.04
P7,2018-10-01,2.326,0.01,0.063,0.05,0.004,0.006,,0.01,0.07200000000000001,0.02,0.012,,,0.05,,2.209,,23.562,0.09,0.062,,0.01,0.01,,,,0.01,0.1,0.02,,,0.1
P7,2019-01-10,1.336,0.01,0.064,0.05,0.004,0.006,,0.01,0.059,0.009000000000000001,0.02,,,0.05,,1.348,,0.1,0.09,0.068,,0.01,0.01,,,,0.01,0.1,0.02,,,0.04
P7,2019-04-11,3.579,0.01,0.058,0.17800000000000002,0.04,0.006,,0.01,0.075,0.009000000000000001,0.02,,,0.05,,4.052,,6.275,0.09,0.129,,0.1,0.1,,,,0.1,0.1,0.02,,,0.04
P7,2019-07-11,7.961,,0.092,0.303,,,,,0.057,,,,,,,3.446,,2.313,,0.126,,,,,,,,,,,,0.02
P7,2019-10-10,0.64,,0.03,,,,,,0.025,,,,,,,0.128,,1.103,,,,,,,,,,,,,,
